"REF","S.DATE","CEN.DATE","E.DATE","Month","fMonth","decimal_day","HAUL.TM","binary_HAUL.TM","beta_HAUL.TM","SURF.TM","DIVE.TM","Waterlevel","Tide_cat","Tide_cat_abbr","Air_Temperature","Windspeed","Precipitation","solar_elevation","Night_Day","Sunrise","Sunset","Dawn","Dusk","Light_cat","moon_phase","Moon_cat","Sex","Weight_kg","Length_cm","Location"
"pv35b-04-11",2017-08-26 02:00:00,2017-08-26 03:00:00,2017-08-26 04:00:00,8,"8",238,100,1,1,0,0,48.6,"(42,50]","MLWN",12.1,1.6,0,-8.34129351829382,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Dawn",0.56381262784673,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 04:00:00,2017-08-26 05:00:00,2017-08-26 06:00:00,8,"8",238,100,1,1,0,0,55.4,"(50,56]","MSL",11.9666666666667,2.73333333333333,0,5.88685758613052,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563755150407434,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 06:00:00,2017-08-26 07:00:00,2017-08-26 08:00:00,8,"8",238,100,1,1,0,0,56.5,"(56,58]","NN2000",13.2666666666667,3.73333333333333,0,21.15855017556,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563770297474208,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 08:00:00,2017-08-26 09:00:00,2017-08-26 10:00:00,8,"8",238,100,1,1,0,0,51.2,"(50,56]","MSL",14.1666666666667,5.16666666666667,0,34.426080246749,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563810315706227,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 10:00:00,2017-08-26 11:00:00,2017-08-26 12:00:00,8,"8",238,100,1,1,0,0,41.7,"(39,42]","MLW",14.7333333333333,4.43333333333333,0,41.2609586012473,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563809123342791,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 12:00:00,2017-08-26 13:00:00,2017-08-26 14:00:00,8,"8",238,93.5,1,0.935,4.7,1.8,45.8,"(42,50]","MLWN",15.8,3.63333333333333,0,38.1622298425866,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563807583385823,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 14:00:00,2017-08-26 15:00:00,2017-08-26 16:00:00,8,"8",238,98.3,1,0.983,1.7,0,52.5,"(50,56]","MSL",16.0666666666667,2.8,0,26.8465694367975,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563809254679448,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 16:00:00,2017-08-26 17:00:00,2017-08-26 18:00:00,8,"8",238,100,1,1,0,0,62.2,"(61,64]","MHWS",15.6,2.16666666666667,0,11.8605062194301,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563760554095736,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 18:00:00,2017-08-26 19:00:00,2017-08-26 20:00:00,8,"8",238,37.3,0,0.373,62.7,0,65.6,"(64,80]","HAT",15.5,3.2,0,-3.16267050782442,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Dusk",0.563779210259839,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 20:00:00,2017-08-26 21:00:00,2017-08-26 22:00:00,8,"8",238,78.7,1,0.787,21.3,0,59.9,"(59,61]","MHW",15.2666666666667,2.56666666666667,0,-15.1988826189785,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Night",0.563831239211706,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-26 22:00:00,2017-08-26 23:00:00,2017-08-27 00:00:00,8,"8",238,100,1,1,0,0,48.3,"(42,50]","MLWN",14.5,1.06666666666667,0,-20.9332369168348,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Night",0.563784251679276,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-27 00:00:00,2017-08-27 01:00:00,2017-08-27 02:00:00,8,"8",239,100,1,1,0,0,46.2,"(42,50]","MLWN",14.0333333333333,1.63333333333333,0,-18.4374903144173,"2_Night",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Night",0.469730791316163,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-27 02:00:00,2017-08-27 03:00:00,2017-08-27 04:00:00,8,"8",239,100,1,1,0,0,48,"(42,50]","MLWN",13.3333333333333,2.8,0,-8.62920828499026,"2_Night",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Dawn",0.469708969604171,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-27 04:00:00,2017-08-27 05:00:00,2017-08-27 06:00:00,8,"8",239,100,1,1,0,0,56.5,"(56,58]","NN2000",12.8333333333333,3.26666666666667,0,5.62970030036207,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469729565466669,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-27 06:00:00,2017-08-27 07:00:00,2017-08-27 08:00:00,8,"8",239,63.2,0,0.632,36.8,0,66.1,"(64,80]","HAT",13.5,2.8,0,20.8933524236054,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.46972919293714,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-27 08:00:00,2017-08-27 09:00:00,2017-08-27 10:00:00,8,"8",239,0,0,0,100,0,63.3,"(61,64]","MHWS",15.6,3.16666666666667,0,34.1269978819315,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469648808941069,NA,"M",85,162,"Jomfruland_2017"
"pv35b-04-11",2017-08-27 10:00:00,2017-08-27 11:00:00,2017-08-27 12:00:00,8,"8",239,64.5,0,0.645,35.5,0,52.6,"(50,56]","MSL",17.4666666666667,2.53333333333333,0,40.9170152099691,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469649574949372,NA,"M",85,162,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 06:00:00,2017-08-25 07:00:00,2017-08-25 08:00:00,8,"8",237,99.9,1,0.999,0.1,0,64.4,"(64,80]","HAT",13.6666666666667,2.36666666666667,0,21.4219365366338,"1_Day",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Day",0.65565115087745,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 08:00:00,2017-08-25 09:00:00,2017-08-25 10:00:00,8,"8",237,100,1,1,0,0,53.9,"(50,56]","MSL",14.9,2.36666666666667,0,34.7228516962332,"1_Day",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Day",0.655658369833299,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 10:00:00,2017-08-25 11:00:00,2017-08-25 12:00:00,8,"8",237,49.4,0,0.494,23.3,27.3,48.5,"(42,50]","MLWN",16.7,1.6,0,41.6022069939071,"1_Day",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Day",0.65571822447935,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 12:00:00,2017-08-25 13:00:00,2017-08-25 14:00:00,8,"8",237,37.5,0,0.375,26.3,36.2,58.3,"(58,59]","NN1954",17.1333333333333,1.9,0,38.5154171679019,"1_Day",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Day",0.655652310760743,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 14:00:00,2017-08-25 15:00:00,2017-08-25 16:00:00,8,"8",237,37.4,0,0.374,27.4,35.2,63.8,"(61,64]","MHWS",17.2,3.46666666666667,0,27.1857101778364,"1_Day",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Day",0.655699622172151,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 16:00:00,2017-08-25 17:00:00,2017-08-25 18:00:00,8,"8",237,11,0,0.11,36.3,52.7,68.9,"(64,80]","HAT",17.0333333333333,4.9,0,12.1909680099721,"1_Day",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Day",0.655711344173838,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 18:00:00,2017-08-25 19:00:00,2017-08-25 20:00:00,8,"8",237,15.7,0,0.157,47,37.3,62,"(61,64]","MHWS",16.8666666666667,4.43333333333333,0,-2.81121808173825,"2_Night",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Dusk",0.655651394255831,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 20:00:00,2017-08-25 21:00:00,2017-08-25 22:00:00,8,"8",237,61.5,0,0.615,38.5,0,53.7,"(50,56]","MSL",15.9666666666667,3.63333333333333,0,-14.8456168423321,"2_Night",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Night",0.655688799804617,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-25 22:00:00,2017-08-25 23:00:00,2017-08-26 00:00:00,8,"8",237,34.8,0,0.348,63.6,1.6,46,"(42,50]","MLWN",14.8,1.33333333333333,0,-20.5807188797437,"2_Night",2017-08-25 04:04:43,2017-08-25 18:42:21,2017-08-25 02:19:59,2017-08-25 20:26:27,"Night",0.655660503027727,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 00:00:00,2017-08-26 01:00:00,2017-08-26 02:00:00,8,"8",238,100,1,1,0,0,47.2,"(42,50]","MLWN",13.2,1.16666666666667,0,-18.1123859601148,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Night",0.563786941850528,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 02:00:00,2017-08-26 03:00:00,2017-08-26 04:00:00,8,"8",238,100,1,1,0,0,48.6,"(42,50]","MLWN",12.1,1.6,0,-8.34129351829382,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Dawn",0.563777023242121,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 04:00:00,2017-08-26 05:00:00,2017-08-26 06:00:00,8,"8",238,100,1,1,0,0,55.4,"(50,56]","MSL",11.9666666666667,2.73333333333333,0,5.88685758613052,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563837274150352,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 06:00:00,2017-08-26 07:00:00,2017-08-26 08:00:00,8,"8",238,42.5,0,0.425,24.6,32.9,56.5,"(56,58]","NN2000",13.2666666666667,3.73333333333333,0,21.15855017556,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563771189719161,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 08:00:00,2017-08-26 09:00:00,2017-08-26 10:00:00,8,"8",238,0,0,0,29.4,70.6,51.2,"(50,56]","MSL",14.1666666666667,5.16666666666667,0,34.426080246749,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563781650818101,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 10:00:00,2017-08-26 11:00:00,2017-08-26 12:00:00,8,"8",238,0,0,0,33.5,66.5,41.7,"(39,42]","MLW",14.7333333333333,4.43333333333333,0,41.2609586012473,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563759918067217,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 12:00:00,2017-08-26 13:00:00,2017-08-26 14:00:00,8,"8",238,0,0,0,34,66,45.8,"(42,50]","MLWN",15.8,3.63333333333333,0,38.1622298425866,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563836761435157,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 14:00:00,2017-08-26 15:00:00,2017-08-26 16:00:00,8,"8",238,0,0,0,73.4,26.6,52.5,"(50,56]","MSL",16.0666666666667,2.8,0,26.8465694367975,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563823007260699,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 16:00:00,2017-08-26 17:00:00,2017-08-26 18:00:00,8,"8",238,0,0,0,95.2,4.8,62.2,"(61,64]","MHWS",15.6,2.16666666666667,0,11.8605062194301,"1_Day",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Day",0.563822902313605,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 18:00:00,2017-08-26 19:00:00,2017-08-26 20:00:00,8,"8",238,0,0,0,61.6,38.4,65.6,"(64,80]","HAT",15.5,3.2,0,-3.16267050782442,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Dusk",0.563763017435587,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 20:00:00,2017-08-26 21:00:00,2017-08-26 22:00:00,8,"8",238,37.6,0,0.376,35,27.4,59.9,"(59,61]","MHW",15.2666666666667,2.56666666666667,0,-15.1988826189785,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Night",0.563765199723956,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-26 22:00:00,2017-08-26 23:00:00,2017-08-27 00:00:00,8,"8",238,100,1,1,0,0,48.3,"(42,50]","MLWN",14.5,1.06666666666667,0,-20.9332369168348,"2_Night",2017-08-26 04:06:58,2017-08-26 18:39:33,2017-08-26 02:23:15,2017-08-26 20:22:40,"Night",0.563793543781211,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 00:00:00,2017-08-27 01:00:00,2017-08-27 02:00:00,8,"8",239,100,1,1,0,0,46.2,"(42,50]","MLWN",14.0333333333333,1.63333333333333,0,-18.4374903144173,"2_Night",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Night",0.469727801396791,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 02:00:00,2017-08-27 03:00:00,2017-08-27 04:00:00,8,"8",239,100,1,1,0,0,48,"(42,50]","MLWN",13.3333333333333,2.8,0,-8.62920828499026,"2_Night",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Dawn",0.469685178990701,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 04:00:00,2017-08-27 05:00:00,2017-08-27 06:00:00,8,"8",239,100,1,1,0,0,56.5,"(56,58]","NN2000",12.8333333333333,3.26666666666667,0,5.62970030036207,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469666475902175,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 06:00:00,2017-08-27 07:00:00,2017-08-27 08:00:00,8,"8",239,87.6,1,0.876,3.8,8.6,66.1,"(64,80]","HAT",13.5,2.8,0,20.8933524236054,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469730796059136,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 08:00:00,2017-08-27 09:00:00,2017-08-27 10:00:00,8,"8",239,0,0,0,22.1,77.9,63.3,"(61,64]","MHWS",15.6,3.16666666666667,0,34.1269978819315,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469648872137196,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 10:00:00,2017-08-27 11:00:00,2017-08-27 12:00:00,8,"8",239,0,0,0,16.7,83.3,52.6,"(50,56]","MSL",17.4666666666667,2.53333333333333,0,40.9170152099691,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469721262755728,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 12:00:00,2017-08-27 13:00:00,2017-08-27 14:00:00,8,"8",239,0,0,0,16.5,83.5,48.3,"(42,50]","MLWN",18.1666666666667,2.2,0,37.8059885784024,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469647699804276,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 14:00:00,2017-08-27 15:00:00,2017-08-27 16:00:00,8,"8",239,0,0,0,22.5,77.5,55.2,"(50,56]","MSL",17.7666666666667,2.86666666666667,0,26.504178160399,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.46965290811378,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 16:00:00,2017-08-27 17:00:00,2017-08-27 18:00:00,8,"8",239,0,0,0,24.3,75.7,61.6,"(61,64]","MHWS",17.6666666666667,4.6,0,11.5269395301959,"1_Day",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Day",0.469715305143325,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 18:00:00,2017-08-27 19:00:00,2017-08-27 20:00:00,8,"8",239,93.2,1,0.932,5.8,1,69.6,"(64,80]","HAT",16.7,5.9,0,-3.51513124049036,"2_Night",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Dusk",0.469671047371598,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 20:00:00,2017-08-27 21:00:00,2017-08-27 22:00:00,8,"8",239,100,1,1,0,0,65.1,"(64,80]","HAT",16.2333333333333,5.36666666666667,0,-15.5551798735188,"2_Night",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Night",0.469713002035493,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-27 22:00:00,2017-08-27 23:00:00,2017-08-28 00:00:00,8,"8",239,100,1,1,0,0,53.4,"(50,56]","MSL",15.6333333333333,4.26666666666667,0,-21.288474540745,"2_Night",2017-08-27 04:09:13,2017-08-27 18:36:44,2017-08-27 02:26:28,2017-08-27 20:18:55,"Night",0.469656632496443,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 00:00:00,2017-08-28 01:00:00,2017-08-28 02:00:00,8,"8",240,100,1,1,0,0,43.4,"(42,50]","MLWN",15,3.86666666666667,0,-18.7646585855715,"2_Night",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Night",0.376014547178355,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 02:00:00,2017-08-28 03:00:00,2017-08-28 04:00:00,8,"8",240,100,1,1,0,0,45.3,"(42,50]","MLWN",14.5,4.13333333333333,0,-8.91859413595978,"2_Night",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Dawn",0.375982777990459,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 04:00:00,2017-08-28 05:00:00,2017-08-28 06:00:00,8,"8",240,100,1,1,0,0,49.7,"(42,50]","MLWN",14,5.3,0,5.37147135692919,"1_Day",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Day",0.375980807532541,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 06:00:00,2017-08-28 07:00:00,2017-08-28 08:00:00,8,"8",240,100,1,1,0,0,60,"(59,61]","MHW",13.8333333333333,6.26666666666667,0,20.6263837639209,"1_Day",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Day",0.375976872691723,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 08:00:00,2017-08-28 09:00:00,2017-08-28 10:00:00,8,"8",240,100,1,1,0,0,63.3,"(61,64]","MHWS",16,6.66666666666667,0,33.825656235726,"1_Day",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Day",0.37595280091681,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 10:00:00,2017-08-28 11:00:00,2017-08-28 12:00:00,8,"8",240,1.6,0,0.016,13,85.4,56.3,"(56,58]","NN2000",16.9,9.53333333333333,0,40.5704567669842,"1_Day",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Day",0.376029739700352,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 12:00:00,2017-08-28 13:00:00,2017-08-28 14:00:00,8,"8",240,0,0,0,20.5,79.5,46.8,"(42,50]","MLWN",17,10.3333333333333,0,37.4467971181222,"1_Day",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Day",0.375964250003482,NA,"F",62,137,"Jomfruland_2017"
"pv35b-05-11",2017-08-28 14:00:00,2017-08-28 15:00:00,2017-08-28 16:00:00,8,"8",240,0,0,0,23.7,76.3,48.3,"(42,50]","MLWN",16.7666666666667,10.5,0,26.1586470368862,"1_Day",2017-08-28 04:11:27,2017-08-28 18:33:55,2017-08-28 02:29:39,2017-08-28 20:15:11,"Day",0.375960033709925,NA,"F",62,137,"Jomfruland_2017"
